year,genre,duration,country,avg_vote,votes,rlwide_gross_income,reviews_from_critics
1983,"Comedy, Romance",89,USA,5.3,5368,14049540,20
1991,"Action, Crime, Drama",83,USA,6,3318,14061361,34
1982,"Comedy, Drama",110,USA,7.1,17641,14099953,49
1992,"Animation, Comedy, Fantasy",102,USA,4.9,19546,14110589,48
2011,Comedy,96,France,4.6,757,14174240,7
2006,"Animation, Family",77,"USA, South Korea",4.2,3573,14191149,23
1985,"Drama, Music, Musical",113,USA,6.2,8687,14202899,32
2019,Drama,132,Turkey,8.3,1922,14260629,
1989,"Adventure, Comedy, Drama",96,"USA, Brazil",6.1,12959,14278900,34
2016,Horror,96,"UK, USA, India",5.3,16234,14332467,94
1987,"Action, Adventure, Comedy",107,USA,4.4,9805,14375181,50
1985,"Action, Adventure, Comedy",121,"USA, Mexico",6.5,10322,14393902,50
1984,"Comedy, Horror, Sci-Fi",95,USA,6.4,17022,14418922,150
2000,"Comedy, Drama, Romance",108,"Italy, USA",7.5,82364,14493284,85
2004,Comedy,99,USA,4.8,28959,14494036,81
1980,"Comedy, Fantasy",94,USA,5.2,1972,14504277,6
2002,"Comedy, Romance",112,USA,6.6,24678,14569744,87
2012,Comedy,110,"France, Belgium",5.2,646,14597021,7
2007,"Comedy, Drama, Romance",115,South Korea,6.1,1112,14617898,4
2006,"Crime, Drama, Mystery",113,USA,5.1,14922,14655628,102
1989,"Action, Sport, Thriller",97,USA,6.4,45921,14697005,51
1996,Comedy,92,USA,6.7,16911,14702438,53
2014,Comedy,106,"France, Belgium",4.8,1429,14765228,10
2003,"Animation, Comedy, Drama",78,"France, Belgium, Canada, UK, Latvia, USA",7.8,48515,14776760,175
2013,"Crime, Thriller",127,Japan,6.3,203,14803281,1
1991,"Comedy, Drama, Romance",115,USA,6.5,3827,14851083,17
2012,"Drama, History, War",105,"Japan, USA",6.5,12562,14858240,82
2003,"Action, Drama, Sci-Fi",134,Japan,4.7,18667,14902587,88
2008,"Comedy, Drama, Romance",100,"USA, Germany, UK",6.3,24282,14924919,46
2003,"Action, Drama, Mystery",120,South Korea,8.4,472479,14999673,327
2013,"Action, Crime, Sci-Fi",107,"USA, Russia",5.6,71262,15008161,271
2018,Drama,120,Japan,6.5,111,15101476,1
1988,"Adventure, Comedy, Romance",86,USA,5,8299,15122324,15
2007,"Comedy, Romance",103,Germany,5.3,1227,15129240,15
2010,"Horror, Mystery, Thriller",107,Japan,5.7,1056,15219136,27
1994,"Action, Adventure, Romance",99,USA,5.2,11095,15240435,25
2016,"Biography, Drama",119,France,7,5986,15291827,66
1990,"Adventure, Comedy, Sci-Fi",100,USA,5.3,3125,15369573,22
2014,"Action, Comedy, Drama",104,"USA, UK",5.5,49982,15391979,141
2015,Drama,115,China,7.5,670,15441412,11
2014,"Animation, Adventure, Comedy",87,Germany,4.6,1036,15510566,25
1978,"Adventure, Comedy",105,USA,5.7,2556,15514367,21
1991,"Comedy, Fantasy",103,USA,5.8,8199,15545943,15
2018,"Comedy, Drama, Mystery",95,"USA, Canada",7,44831,15636462,257
1987,"Action, Adventure, Family",90,"UK, USA",3.7,40350,15681020,108
1989,"Adventure, Horror, Mystery",98,"USA, Italy",5.8,16803,15704614,104
1997,"Fantasy, Horror",90,USA,5.8,18421,15738769,95
1980,"Biography, Crime, Western",100,USA,7,9112,15795189,57
2009,"Comedy, Romance",102,"Canada, USA",5.3,32239,15821907,107
2000,"Comedy, Crime, Mystery",96,USA,5.7,12777,15910104,33
2005,"Comedy, Drama",110,France,6.4,1232,15923446,20
2014,"Action, Drama",115,Hong Kong,6.2,1080,15973348,15
1999,"Comedy, Fantasy, Romance",116,"UK, Italy, USA",6.4,23527,16071990,98
2017,"Comedy, Crime, Drama",117,"France, Canada",7.5,6468,16094346,48
2001,"Biography, Drama, Romance",91,"UK, USA",7,16346,16153953,98
2013,Comedy,85,"France, Belgium",6.7,6941,16188475,73
2011,Comedy,94,France,5.8,2267,16241028,9
1980,"Action, Biography, Comedy",97,USA,6.4,4466,16274150,11
2000,"Comedy, Drama, Romance",112,"Denmark, Sweden",7,12397,16350876,98
1991,"Comedy, Drama, Fantasy",112,USA,7.2,15810,16371128,24
2017,"Drama, Fantasy, Mystery",98,USA,6.4,41021,16373843,153
2009,"Adventure, Drama",99,USA,7.1,56697,16443609,161
2006,"Action, Crime, Drama",155,India,8.1,17609,16466144,19
2007,Comedy,102,Italy,5.2,1926,16546376,7
2013,"Biography, Drama, Romance",100,UK,7.4,26354,16607575,148
1992,"Action, Crime, Thriller",107,USA,6.9,8164,16639799,27
2008,Comedy,115,Germany,3.6,2221,16680689,15
2016,"Biography, Drama, History",120,"USA, Canada",6.4,18838,16779212,248
2011,Drama,115,Japan,6.6,1387,16788726,9
1994,"Adventure, Drama, Family",94,USA,5.7,6071,16820893,19
2005,"Action, Drama, Thriller",126,Japan,5.5,222,16869261,3
1983,"Action, Adventure, Sci-Fi",116,UK,6.1,28382,16916617,82
2004,"Adventure, Comedy, Crime",91,"USA, Germany",5.2,9208,16930762,52
1985,Drama,120,Brazil,7.4,13249,17009654,58
1984,"Comedy, Crime",90,USA,6.5,12624,17124395,24
1992,"Action, Crime, Sci-Fi",110,USA,5.4,14164,17129026,45
1991,"Action, Adventure, Comedy",100,USA,5.8,49392,17218080,72
2019,"Crime, Drama",129,South Korea,7.4,596,17245147,3
2007,"Action, Comedy, Family",111,"USA, Canada",5.5,5378,17299151,48
1990,"Adventure, Drama, Family",90,Germany,5.2,22965,17373527,27
1995,"Drama, Thriller",122,"USA, France",7.3,25160,17381942,43
2005,"Comedy, Family, Sport",86,USA,5.1,11907,17492014,52
1998,"Horror, Mystery, Sci-Fi",84,"Australia, USA, Canada",5.6,19898,17514980,105
2007,"Comedy, Drama, Romance",97,USA,6.4,30258,17562071,80
2003,"Comedy, Drama, Romance",105,USA,6,6175,17573594,37
2005,"Drama, Romance",121,South Korea,7,638,17650142,7
1995,"Comedy, Drama, Family",100,USA,6.6,23379,17689177,17
2011,Drama,101,UK,7.2,174121,17693675,494
2017,"Drama, Thriller",100,USA,5.1,12080,17768012,98
2008,"Biography, Drama, History",147,"China, Hong Kong",6.7,1341,17773395,14
2009,"Adventure, Comedy, Western",103,"France, Argentina",4.7,3670,17854472,22
2008,"Comedy, Drama",129,Japan,6.4,114,17918898,1
1981,Horror,91,USA,6.6,28821,17985893,133
2002,"Comedy, Drama, Romance",97,"UK, USA",6.8,21252,18009625,106
2011,"Biography, Drama, War",140,Japan,6.8,897,18110621,17
1990,"Animation, Adventure, Comedy",74,"France, USA",6.9,23679,18115724,15
2007,"Drama, Thriller",122,South Korea,6.8,1554,18160598,10
1993,Western,111,"UK, USA, Netherlands",5.5,3751,18289763,21
2017,"Action, Thriller",106,"China, Hong Kong",5.2,2287,18339343,51
1979,"Horror, Sci-Fi, Thriller",102,USA,5.5,3940,18389402,65
1992,"Comedy, Drama, Romance",99,USA,6.7,26186,18471850,36
2016,"Comedy, Fantasy",110,"France, Belgium, Czech Republic",4.5,3122,18552314,13
1987,"Drama, Romance",95,USA,7.1,25427,18553948,55
2004,"Biography, Drama, Music",125,"UK, USA",6.6,10500,18611951,121
1996,"Action, Drama, Sport",116,USA,5.9,44118,18626419,57
2015,"Drama, Fantasy, Romance",107,China,6.3,560,18652886,1
2004,"Comedy, Drama, Music",110,"France, Italy",6.8,4989,18729751,56
1987,"Crime, Drama, Horror",114,USA,6.1,5726,18753438,59
1994,"Comedy, Crime, Family",109,USA,4.8,7106,18869594,17
2002,"Crime, Horror, Thriller",101,"UK, Germany, Luxembourg, USA, Canada",3.4,19090,18902015,103
2008,"Drama, History, Romance",133,South Korea,7.2,3433,18980564,25
2018,Comedy,98,France,3.2,621,19024452,3
2010,"Drama, Mystery, Thriller",95,"Spain, UK, USA, France",7,141986,19152480,363
1998,"Action, Crime, Thriller",87,USA,6.2,25893,19204929,105
2017,"Comedy, Family, Fantasy",92,"France, Belgium",6.3,1463,19207806,12
2005,Comedy,105,South Korea,6,173,19286223,1
1994,"Comedy, Family, Sport",107,USA,6.4,24046,19306362,9
2009,"Action, Drama, Romance",127,Japan,5.6,215,19380161,4
1986,"Horror, Thriller",86,USA,6,34866,19472057,182
2011,"Drama, Thriller",107,USA,7.1,109179,19504039,304
2014,"Action, Thriller",98,South Korea,6.3,1587,19572868,25
2009,"Action, Adventure, Crime",104,"Czech Republic, UK, France",6.1,66763,19636124,150
2006,"Action, Crime, Thriller",171,India,7.2,32331,19640129,28
1989,"Comedy, Drama, Romance",101,USA,6.2,3759,19674852,15
1997,"Comedy, Crime",94,USA,4.9,8951,19745922,15
2010,Mystery,119,Japan,6,157,19795115,
2008,"Drama, Mystery, Sci-Fi",121,"Canada, Brazil, Japan",6.6,66865,19844979,223
2011,Drama,123,"Iran, France",8.3,203179,19899055,375
1990,Comedy,108,USA,6.4,7421,20005435,12
1994,"Comedy, Drama",101,USA,6.7,12566,20016254,17
2009,Comedy,95,Italy,6.4,3977,20123466,9
2001,"Drama, Mystery, Thriller",147,"France, USA",7.9,297178,20129557,309
1994,"Comedy, Drama, Romance",115,USA,6.6,11678,20164171,21
1994,"Action, Comedy, Crime",102,USA,5.9,7350,20280016,19
1996,"Biography, Drama",129,USA,7.3,83761,20300385,80
2011,"Crime, Drama",127,France,7.3,12702,20384574,167
2012,"Biography, Comedy, Drama",103,Australia,7,12380,20423628,137
2011,Comedy,107,"France, Belgium",5,1571,20501132,8
2004,Comedy,85,France,4.6,2138,20537839,2
1994,"Comedy, Romance",99,USA,5.8,4631,20667959,18
2017,"Animation, Action, Adventure",119,Japan,7.3,5000,20725409,21
2005,"Animation, Action, Adventure",108,Japan,7.1,1176,20768817,3
1992,"Comedy, Romance, Sport",108,"USA, Japan",6,9522,20883046,15
2011,"Biography, Comedy, Drama",92,"Australia, USA",7.4,15656,20927794,56
2009,"Action, Sci-Fi, Thriller",102,Russia,5.7,4360,20984902,17
1984,Comedy,88,USA,3.9,413,21058033,13
1995,"Action, Fantasy, Horror",92,USA,6.7,19949,21089146,76
1999,"Horror, Mystery, Thriller",99,USA,7,70768,21142914,175
2010,"Action, Crime, Drama",117,France,6.7,30918,21263717,68
1993,"Comedy, Sci-Fi",88,USA,5.3,48087,21274717,36
2015,"Animation, Comedy, Music",99,Japan,7.1,414,21292009,
1984,"Comedy, Music",111,USA,3.8,6520,21435321,16
2011,Drama,128,Japan,6,134,21464843,1
1984,"Comedy, Fantasy",97,USA,5.5,2175,21538850,4
2005,"Comedy, Crime",100,USA,5.4,21982,21577624,60
1992,"Comedy, Crime, Drama",124,USA,7.5,50535,21706101,85
1976,"Crime, Thriller",125,USA,7.5,54075,21709020,91
2009,"Comedy, Romance",95,USA,6.3,44648,21791288,69
2018,"Action, Crime",107,"Hong Kong, China",6.5,4087,21832649,59
1996,"Action, Adventure, Comedy",107,Hong Kong,6.6,17940,21890845,58
2003,"Comedy, Romance, Drama",100,USA,5.2,7688,21964072,30
2008,"Comedy, Drama, Romance",98,"USA, UK, France",6.1,46333,21972336,41
2011,Comedy,96,Italy,6.1,2263,22091330,17
1989,"Fantasy, Horror",89,USA,5.1,38016,22168359,104
2016,Comedy,92,USA,3.5,17887,22227514,74
1987,"Drama, History, War",153,USA,7.8,107889,22238696,58
2017,Comedy,97,"Spain, Italy",7,10053,22351401,21
2001,"Comedy, Romance",90,USA,6.1,5941,22391450,39
2009,Comedy,107,Germany,6.2,4647,22420615,21
1979,"Action, Crime, Thriller",92,USA,7.6,87569,22490039,136
1996,"Crime, Drama, Thriller",113,USA,6,12081,22540359,40
2005,"Drama, Romance",131,Germany,6.5,3483,22629534,28
2007,"Animation, Biography, Drama",96,"France, USA",8,83507,22752071,253
2019,"Action, Fantasy, Romance",109,China,5,662,22774256,10
1998,"Drama, History, Horror",172,USA,6,6780,22852487,69
2003,"Drama, Romance, Thriller",106,"Germany, France, USA",6.2,28255,22954068,116
1996,"Action, Comedy, Drama",104,USA,5.4,23088,22955097,19
2005,"Action, Biography, Crime",127,"France, USA, UK",5.9,62981,22984628,187
2011,"Drama, Sport",140,USA,8.2,411155,23057115,333
2016,"Animation, Adventure, Comedy",90,"China, USA",5.9,4190,23157646,44
2019,"Comedy, Drama",135,"France, Belgium",6.5,1346,23204384,15
1992,"Adventure, Comedy, Drama",118,USA,5.1,29491,23278931,29
2001,"Comedy, Drama, Family",94,USA,5.6,1994,23396049,35
1980,"Biography, Drama, Sport",129,USA,8.2,296743,23402117,185
2016,"Comedy, Romance",114,"USA, Mexico, Germany",5.6,1710,23540937,5
1990,"Comedy, Crime",97,USA,6.3,17670,23591472,17
1982,"Comedy, Crime, Drama",97,USA,5.8,1210,23671186,10
1953,Horror,88,USA,7.1,14995,23750000,72
2015,"Comedy, Drama",119,Australia,7.1,48441,23762417,140
2004,"Drama, Fantasy, Mystery",100,"UK, France, Germany, USA",6.1,33302,23925492,174
2012,"Animation, Adventure, Comedy",92,"Spain, France",5.9,7012,23955916,39
2009,"Drama, Romance",122,Japan,7.2,1970,24051386,3
1993,"Adventure, Comedy, Drama",108,USA,6.2,7324,24103594,18
2012,"Drama, Horror",127,Japan,6.4,1704,24231554,17
2001,"Biography, Drama",141,Germany,7.5,11894,24322180,76
2003,"Animation, Adventure, Mystery",108,Japan,7.2,1320,24342320,4
2006,Comedy,100,USA,5.9,28247,24470583,108
2001,"Comedy, Drama",98,USA,5.5,9640,24516772,52
2017,"Comedy, Drama, History",107,"UK, France, Belgium, Canada, USA",7.2,68591,24646055,250
1989,Drama,100,USA,7.2,45785,24741667,68
2015,"Action, Crime, Thriller",120,Hong Kong,5.7,747,24817852,20
2015,"Biography, Drama, History",127,"Chile, Colombia, Spain",6.9,33055,24902723,129
2010,Comedy,90,Russia,6.3,2686,25030264,6
2019,"Action, Adventure, Comedy",130,India,4.3,4832,25031267,15
1994,"Adventure, Biography, Crime",191,USA,6.7,42561,25052000,47
2016,"Action, Adventure, Comedy",83,"UK, USA",6.2,84496,25182929,174
1966,Western,161,"Italy, Spain, West Germany",8.8,640904,25252481,202
1984,"Comedy, Romance",87,USA,5.9,12918,25308147,22
2007,"Crime, Thriller",84,USA,5.6,39103,25399945,183
1984,Horror,91,USA,7.5,191446,25504513,205
2015,"Comedy, Drama, Fantasy",116,Germany,7.1,37077,25513752,65
2017,"Animation, Drama, Family",90,Japan,5.5,1743,25672406,42
1985,"Action, Comedy, Drama",109,USA,6.9,12081,25754284,68
2013,"Action, Drama",122,"China, Hong Kong",7.2,2533,25816154,25
2014,"Comedy, Romance",99,China,4.5,149,25948636,3
2018,"Crime, Drama",111,USA,6.4,20006,25957482,120
1979,"Comedy, Drama, Sport",119,USA,6.9,4387,26079312,30
2014,"Comedy, Romance",102,USA,6.4,25011,26117471,163
2019,"Animation, Adventure, Comedy",93,USA,6.7,9528,26249469,130
1991,"Comedy, Sport",108,USA,6.2,9705,26255594,12
2009,Drama,120,Turkey,6.5,8855,26477630,5
2010,"Action, Drama, History",106,"Hong Kong, China",6.3,9331,26567249,90
1997,"Comedy, Fantasy, Horror",105,"UK, Netherlands, Luxembourg, USA, France, Germany",5.1,22081,26570463,85
2006,"Animation, Action, Adventure",105,Japan,6,1908,26851324,1
1981,"Drama, Romance",124,UK,7,11128,26890068,37
1989,"Biography, Drama, History",122,USA,7.8,114793,26979166,68
1980,"Action, Adventure, Sci-Fi",111,UK,6.5,46895,27107960,115
2013,"Animation, Adventure, Family",85,South Africa,5.7,5126,27187375,43
2018,"Comedy, Drama",140,India,8,17267,27258765,54
2017,"Drama, Thriller",93,USA,6.3,45601,27397655,334
1985,"Comedy, Drama",104,USA,6,19556,27398584,35
2013,Comedy,100,USA,5.9,68461,27437881,259
1990,"Comedy, Crime",97,USA,5.7,12661,27627310,17
2002,"Drama, Romance, Thriller",101,"UK, Germany, USA, Vietnam, Australia, France, Canada",7,26352,27674124,76
2000,"Drama, Romance, Sport",124,USA,7.2,17008,27728118,69
2005,"Comedy, Drama, Music",103,"UK, USA",7,14725,27876417,137
2001,"Animation, Action, Adventure",75,Japan,5.7,7242,28023563,15
2016,"Comedy, Drama",116,Germany,6.2,3917,28036021,32
2016,"Action, Drama, Thriller",138,India,7.1,39900,28240000,57
2004,"Action, Adventure, Comedy",95,"UK, France, USA",4.2,12645,28283637,74
2011,"Animation, Action, Adventure",108,Japan,7.2,430,28494536,1
2003,Horror,84,"USA, Germany, Canada",6.1,103141,28650575,201
2009,"Drama, Romance",149,"Germany, UK, Italy, Spain",6.7,7996,28715335,44
2008,Drama,128,France,7.5,32672,28866596,221
2017,Comedy,114,Turkey,3.4,12566,28952258,
2003,"Drama, Mystery, Thriller",118,"USA, Canada, UK",5,20284,29119434,106
2008,"Action, Comedy, Crime",135,"Australia, India",5.7,13344,29169677,15
2011,"Action, Crime, Drama",115,"Hong Kong, China",7.1,13086,29282887,119
2012,Action,140,India,5.7,19315,29342463,36
2015,"Drama, Mystery",104,"UK, USA",6.9,59024,29355203,302
2009,"Drama, Fantasy",139,Japan,6.5,1618,29502213,21
1983,"Adventure, Drama",105,USA,7.5,7248,29600000,23
2016,"Comedy, Crime",95,USA,5.8,46622,29674699,104
2009,Action,133,Japan,7.3,4128,29893636,24
2017,"Action, Sci-Fi",105,China,5.3,870,29962198,25
1980,Comedy,109,"South Africa, Botswana",7.3,49900,30031783,38
1998,"Crime, Drama, Mystery",108,USA,6.5,102563,30147739,79
1994,"Action, Crime, Drama",121,USA,6.2,26759,30156002,43
1989,"Adventure, Comedy, Crime",97,USA,6.4,45433,30218387,42
1978,"Animation, Adventure, Fantasy",132,"USA, UK, Spain",6.2,28021,30471420,74
2011,"Comedy, Romance",89,USA,4.9,18756,30551495,161
1999,"Comedy, Romance",81,USA,5.1,17116,30636478,46
1997,"Comedy, Romance",106,USA,6.1,7469,30716901,34
1995,"Drama, Fantasy, Mystery",111,USA,6.6,27432,30862156,36
1985,"Comedy, Drama, Romance",107,USA,7,5115,30867525,16
2017,"Comedy, Drama, Romance",106,China,6.7,1172,30996615,10
2006,"Action, Adventure, Crime",88,USA,4.4,77279,31070211,158
2012,"Comedy, Drama, Music",118,USA,5.7,7658,31158113,96
2004,Comedy,97,USA,4.5,6924,31326183,44
1991,"Comedy, Horror, Mystery",102,USA,6.4,29138,31347154,146
2014,Action,106,"China, Hong Kong",5.6,760,31521335,6
1987,"Comedy, Drama, Romance",94,USA,6.8,30187,31623833,31
2012,"Action, Crime, Drama",134,South Korea,7.1,5007,31728296,42
1976,Western,135,USA,7.9,61359,31800000,50
1960,"Horror, Mystery, Thriller",109,USA,8.5,555227,32000000,231
2001,"Action, Adventure, Romance",104,"Germany, Luxembourg, UK, USA",4.9,13680,32073640,109
1992,"Comedy, Drama, Family",85,"USA, UK",7.7,43415,32090708,77
2013,"Action, Thriller",97,South Korea,7.1,5062,32230953,27
2008,"Drama, Thriller",107,Germany,7.6,96805,32350637,96
2009,"Action, Crime, Drama",105,USA,5.6,31034,32478627,122
1978,"Drama, Romance, War",127,USA,7.3,11501,32653905,49
2017,"Comedy, Drama, Romance",117,"Belgium, Canada, France",6.8,7772,32754358,61
2019,"Comedy, Drama",106,Japan,6.7,179,32802347,4
1996,"Comedy, Drama",118,"Belgium, France, UK",7.6,8528,33031984,19
2002,"Action, Adventure, Comedy",90,"Australia, USA",5.3,6216,33082548,62
2015,"Drama, Mystery, Sci-Fi",106,USA,6.4,72630,33213241,183
2000,"Comedy, Drama",107,"USA, Germany, UK, Japan",7.3,59315,33426588,180
2008,"Drama, Fantasy, Romance",122,USA,6.5,20011,33473297,50
2011,"Action, Horror, Mystery",141,Japan,6.2,3642,33607272,33
2001,Comedy,104,USA,6.8,143384,33788161,178
2019,"Action, Crime",114,South Korea,6,161,34024386,4
2010,"Action, Adventure, Fantasy",107,"France, USA",6.3,18853,34051868,130
1975,"Drama, Musical",111,UK,6.6,18154,34251525,57
2019,Drama,113,"Spain, France",7.7,17980,34271081,202
2002,"Drama, Thriller",85,USA,5.1,18323,34411240,86
2010,"Drama, Sci-Fi",116,Japan,6.4,304,34597898,6
1988,"Crime, Drama, History",128,USA,7.8,80989,34603943,62
2006,"Animation, Adventure, Comedy",107,Japan,6.9,580,34740192,1
2008,Comedy,87,USA,1.9,84202,34816824,110
2011,Comedy,81,USA,5.7,66185,34942188,144
2013,"Action, Horror, Mystery",107,South Korea,6.4,1355,34994586,40
2016,Comedy,94,France,4.9,1235,35210425,4
2017,"Drama, Fantasy",116,"China, Hong Kong",4.9,330,35342550,5
1973,"Action, Adventure, Thriller",121,UK,6.8,89593,35377836,104
2019,"Biography, Drama, History",118,UK,7.2,6049,35582665,150
2012,"Action, Crime, Sci-Fi",95,"UK, South Africa, USA, India",7.1,238777,35626525,467
1990,"Horror, Thriller",84,USA,5.8,41900,35763605,75
1996,"Biography, Drama, Music",105,Australia,7.7,49198,35994719,82
1976,Comedy,87,USA,6.7,15142,36145695,43
2010,"Comedy, Family",92,"USA, United Arab Emirates",3.8,14976,36300523,102
2000,"Comedy, Drama, Romance",115,USA,6.9,18739,36609995,52
1986,"Comedy, Drama",112,USA,6.3,11050,36611610,12
2008,Comedy,114,Italy,4.2,899,36702844,3
1999,"Comedy, Romance",101,USA,5,16108,36911617,74
1980,"Crime, Drama",131,USA,7.2,14790,37121708,36
2005,Comedy,105,USA,5.5,15530,37245453,74
2007,"Horror, Thriller",89,USA,5.1,58275,37466538,162
2010,Drama,133,USA,6.1,6825,37747016,73
2016,"Action, Comedy",103,"Hong Kong, China",3.9,223,37749848,7
1996,Comedy,93,USA,5.9,20479,37956793,25
1991,"Adventure, Comedy, Fantasy",93,USA,6.3,59247,38037513,61
1987,"Action, Sci-Fi, Thriller",101,USA,6.7,133599,38122105,155
2015,"Horror, Mystery, Sci-Fi",83,USA,5.2,38737,38356892,164
2003,"Adventure, Thriller, Western",137,USA,6.5,31596,38364277,130
2018,"Action, Adventure, Comedy",102,France,4.7,6606,38598227,18
2018,"Biography, Drama",120,USA,6.9,16037,38673750,174
2002,"Action, Adventure, Comedy",94,USA,5.2,12838,38793283,65
2005,"Action, Adventure, Sci-Fi",119,USA,7.8,273718,38869464,265
2019,"Biography, Comedy, Drama",108,"UK, USA",7.1,42461,39058886,184
2018,"Adventure, Comedy, Family",92,"UK, USA",3.6,3653,39156854,36
2011,"Comedy, Drama, Romance",100,USA,7.6,304478,39187783,334
1990,"Comedy, Romance",102,USA,5.8,32538,39404261,45
1989,"Comedy, Crime, Mystery",95,USA,6.1,18475,39450960,31
1977,"Animation, Adventure, Comedy",128,USA,6.4,20922,39588000,53
2017,"Action, Drama, History",120,China,6.7,1364,39966092,16
2015,"Drama, War",130,South Korea,6.5,899,40034677,17
2004,"Action, Crime, Horror",97,"France, Italy, UK",6,18716,40152148,40
2019,"Crime, Mystery",133,Japan,6.3,420,40396244,2
2000,"Action, Adventure, Crime",117,"USA, Canada",5.7,27703,40400425,113
2000,"Crime, Drama, Horror",107,"USA, Germany",5.1,13440,40443010,103
2017,"Drama, Sci-Fi, Thriller",110,"United Arab Emirates, USA",5.3,75457,40656399,249
2000,"Comedy, Drama, Romance",120,USA,6.8,30631,40863718,79
2007,"Biography, Crime, Drama",110,USA,7,56160,40953935,147
1996,"Comedy, Drama, Romance",126,USA,6.6,14231,41083864,31
1988,"Crime, Drama, Romance",115,USA,6.1,27153,41292551,34
2014,"Comedy, Drama",103,USA,6.6,66549,41296320,165
2002,"Action, Comedy",86,USA,5.8,32397,41604473,73
2008,"Action, Drama, Sport",110,USA,6.6,92051,41627431,139
2009,"Biography, Comedy, Crime",108,USA,6.4,60932,41771168,256
2006,"Comedy, Drama, Music",120,South Korea,6.8,6702,42013016,18
2011,"Animation, Action, Adventure",109,Japan,6.7,1117,42032764,1
2007,Drama,146,Japan,7.4,792,42308657,4
2008,"Action, Crime, Thriller",99,"USA, Czech Republic, Thailand",5.4,53480,42487390,127
2003,"Action, Crime, Drama",98,"Germany, USA",6.5,56882,42792561,135
2005,"Comedy, Drama, Romance",107,USA,6.6,65355,42886719,112
2013,"Action, Thriller",100,USA,6.5,100592,43058898,214
1997,Drama,155,USA,7.9,223974,43101594,176
1994,"Adventure, Family, Romance",111,USA,6,15489,43229904,23
2015,"Comedy, Romance",101,USA,6.5,77129,43528634,138
2008,"Comedy, Romance",114,USA,5.5,12758,43650785,74
1979,Comedy,96,USA,6.1,5058,43885000,41
1961,"Crime, Drama, Musical",153,USA,7.5,89887,44061777,131
2001,"Drama, Sport",106,"Germany, USA",6.4,26768,44102389,87
1997,"Comedy, Drama, Romance",105,USA,5.5,18061,44332015,57
2017,"Comedy, Crime, Drama",130,Thailand,7.6,14497,44560421,44
2000,"Drama, Fantasy, Horror",112,USA,6.6,59870,44567606,149
2008,"Drama, Sport",109,"USA, France",7.9,280142,44703995,406
2001,"Drama, Romance",111,USA,7,79546,45011434,155
2002,"Drama, Fantasy, Horror",101,"USA, Australia",5.3,50388,45479110,140
1994,"Comedy, Drama, Family",106,USA,6.1,33894,45610410,18
2019,"Action, Biography, Crime",101,"China, Hong Kong",5.8,244,45733356,10
2016,"Action, Drama, History",107,USA,6.3,23267,46069568,138
2011,"Action, Drama, History",122,South Korea,7.2,10427,46078499,58
1963,"Action, Adventure, Comedy",205,USA,7.5,35475,46332858,72
2006,"Drama, Family, History",101,USA,6.8,9420,46432264,122
2004,"Drama, Fantasy, Romance",119,Japan,7.9,4054,46616207,9
2007,Comedy,90,"USA, Germany, UK, Netherlands",7.4,104026,46789413,166
1990,"Biography, Crime, Drama",146,USA,8.7,933616,46879633,229
2006,"Comedy, Family",93,USA,4.9,20846,47231070,74
2008,"Comedy, Drama, Family",88,"Hong Kong, China",6.4,13594,47301471,84
1999,"Biography, Comedy, Drama",118,"UK, Germany, Japan, USA",7.4,118414,47434430,134
1991,"Action, Crime, Drama",97,USA,6.7,29351,47624353,34
1974,"Crime, Drama",202,USA,9,1032047,48020957,172
2007,"Crime, Drama, Thriller",120,USA,7.3,138218,48121900,218
1984,"Crime, Mystery, Thriller",114,USA,6.3,14608,48143579,50
1997,"Action, Comedy, Crime",97,USA,6.2,26457,48407611,31
2010,"Comedy, Drama",154,France,7.1,22354,48531470,121
2017,"Action, Sci-Fi, Thriller",109,"China, Hong Kong",5.2,6959,48825526,45
2016,"Biography, Comedy, Drama",111,"UK, France",6.8,46329,49052787,245
2008,"Drama, Thriller, War",131,USA,7.6,399403,49230772,397
1988,Horror,93,USA,5.7,46595,49369899,129
2007,"Comedy, Drama, Romance",117,USA,6.3,7760,49778552,35
2010,"Comedy, Romance",104,USA,6.4,119159,49779728,182
2016,"Horror, Mystery, Thriller",156,"South Korea, USA",7.4,38644,49851770,216
1997,"Crime, Drama, Mystery",93,USA,6.9,45390,50159144,83
2012,"Action, Drama, History",125,USA,5.9,32163,50365377,147
2015,"Adventure, Biography, Drama",124,South Korea,6.4,826,50539997,16
2002,"Action, Adventure, Comedy",97,"USA, Hungary",5.4,47096,50732945,109
2005,"Comedy, Romance",96,"Germany, USA, Canada",6.2,99499,51024243,115
2014,"Comedy, Romance",97,"USA, France",6.6,60277,51029361,266
2018,Romance,104,China,5.5,102,51400614,1
2008,"Adventure, Comedy, Drama",83,USA,4.3,14793,51549674,64
2018,"Horror, Mystery, Thriller",93,USA,3.2,22289,51738549,128
2016,"Action, Crime, Drama",99,"China, Hong Kong",5.8,1738,52165873,32
1989,"Action, Adventure, Fantasy",107,USA,5.5,52894,52210049,74
1991,"Comedy, Romance",97,USA,5.3,14456,52487045,18
1982,"Biography, Drama, History",191,"UK, India",8,209929,52767889,101
2014,"Action, Crime, Drama",114,USA,6.5,106991,53181600,272
2003,"Biography, Drama, Sport",109,USA,6.9,36828,53293628,77
1993,"Action, Adventure, Comedy",105,"Austria, UK, USA",6.4,47590,53898845,36
